"entrezgene_id","ensembl_gene_id","hgnc_symbol","external_gene_name","log2FoldChange_soft_stiff","stat_soft_stiff","padj_soft_stiff"
"65",95,"ENSG00000243989","ACY1","ACY1",0.152405280960988,1.23296276265397,0.291197903513101
"66",97,"ENSG00000119640","ACYP1","ACYP1",-0.22704454037416,-1.18560664278462,0.312041565170677
"67",98,"ENSG00000170634","ACYP2","ACYP2",1.17971969966132,5.16184604579669,7.68067686021676e-07
"68",100,"ENSG00000196839","ADA","ADA",0.808878930823772,7.23712052479456,2.12446480253963e-12
"69",101,"ENSG00000151651","ADAM8","ADAM8",1.55028573014968,6.62728962801706,1.41641289276205e-10
"70",102,"ENSG00000137845","ADAM10","ADAM10",-0.529876374573441,-7.15755894223618,3.74953889043877e-12
"71",103,"ENSG00000160710","ADAR","ADAR",-0.559913223782056,-9.07810262395778,7.28422161837074e-19
"72",104,"ENSG00000197381","ADARB1","ADARB1",0.29234934783311,3.9110408229699,0.00022512278137059
"73",107,"ENSG00000164742","ADCY1","ADCY1",-2.56658283113606,-3.49864689170212,0.00105672540001882
"74",109,"ENSG00000138031","ADCY3","ADCY3",-0.593810188855157,-7.68080747744626,8.03631097524103e-14
"75",111,"ENSG00000173175","ADCY5","ADCY5",0.169630528294669,0.211651100330126,0.873681430059446
"76",112,"ENSG00000174233","ADCY6","ADCY6",0.788773791988279,9.16464902626157,3.3376348256314e-19
"77",113,"ENSG00000121281","ADCY7","ADCY7",-0.916615909812111,-10.5735717316903,3.5215041459235e-25
"78",115,"ENSG00000162104","ADCY9","ADCY9",0.495136587516844,6.14533234985477,3.0122071388375e-09
"79",117,"ENSG00000078549","ADCYAP1R1","ADCYAP1R1",4.13189665521489,3.46498722631045,0.00118901517895788
"80",118,"ENSG00000087274","ADD1","ADD1",-0.0805787537017827,-1.17692321593781,0.315792616370032
"81",119,"ENSG00000075340","ADD2","ADD2",-1.1178436965954,-11.5033724131754,1.37835248265349e-29
"82",120,"ENSG00000148700","ADD3","ADD3",2.23923349997396,15.4483932658015,1.92813275713686e-52
"83",123,"ENSG00000147872","PLIN2","PLIN2",3.42108721371886,5.99613292059342,7.42851543181511e-09
"84",128,"ENSG00000197894","ADH5","ADH5",0.294794318148909,4.08768301839095,0.00011092635403214
"85",130,"ENSG00000172955","ADH6","ADH6",2.19093333754848,2.98608507077545,0.0057360020202599
"86",132,"ENSG00000156110","ADK","ADK",-0.671020103411521,-7.54306775693334,2.26759611830751e-13
"87",133,"ENSG00000148926","ADM","ADM",3.75169264639656,29.6798934967158,6.67300831542603e-191
"88",134,"ENSG00000163485","ADORA1","ADORA1",1.46488139204565,1.0945376007527,0.354132942252801
"89",135,"ENSG00000128271","ADORA2A","ADORA2A",0.399517586056892,0.818065680425041,0.499424082676904
"90",136,"ENSG00000170425","ADORA2B","ADORA2B",-0.657991886679323,-5.30287732162427,3.6738573530611e-07
"91",141,"ENSG00000144843","ADPRH","ADPRH",-0.784533422771195,-1.19334325973408,0.308701358972477
"92",142,"ENSG00000143799","PARP1","PARP1",-1.00879180447569,-13.0930627434123,5.48836452611399e-38
"93",143,"ENSG00000102699","PARP4","PARP4",0.107082511356394,1.54775082348164,0.176849716283884
"94",146,"ENSG00000171873","ADRA1D","ADRA1D",-0.8862459880154,-3.13641418999374,0.00358293321669934
"95",147,"ENSG00000170214","ADRA1B","ADRA1B",1.61701748735086,10.6764657170694,1.19520508705491e-25
"96",153,"ENSG00000043591","ADRB1","ADRB1",-0.0943451155557674,-0.111242570444174,0.9340669697877
"97",154,"ENSG00000169252","ADRB2","ADRB2",1.61081244972801,8.20649535016907,1.27653345382132e-15
"98",156,"ENSG00000173020","GRK2","GRK2",0.438086720669039,5.08181253154672,1.1558840373829e-06
"99",157,"ENSG00000100077","GRK3","GRK3",-0.712383691635248,-5.7936826882554,2.44330284871227e-08
"100",158,"ENSG00000239900","ADSL","ADSL",-0.731340254320256,-9.87931727303436,3.99943392425077e-22
"101",159,"ENSG00000035687","ADSS2","ADSS2",-0.538393606457045,-5.97109063912362,8.62396334755055e-09
"102",160,"ENSG00000196961","AP2A1","AP2A1",0.115133020192716,1.59871171012816,0.162080836573392
"103",161,"ENSG00000280759","AP2A2","AP2A2",0.159788800139982,1.91222832267413,0.0888963876201603
"104",161,"ENSG00000281385","AP2A2","AP2A2",0.159788800139982,1.91222832267413,0.0888963876201603
"105",161,"ENSG00000183020","AP2A2","AP2A2",0.159788800139982,1.91222832267413,0.0888963876201603
"106",162,"ENSG00000100280","AP1B1","AP1B1",-0.94553046648934,-12.096128927602,1.36643721401227e-32
"107",163,"ENSG00000006125","AP2B1","AP2B1",-0.0634428035103286,-1.0756402629072,0.363299980285133
"108",164,"ENSG00000166747","AP1G1","AP1G1",-0.540436366555192,-7.89487006324462,1.53726623683519e-14
"109",165,"ENSG00000106624","AEBP1","AEBP1",-0.460759890776922,-0.83607997361624,0.489065168920483
"110",166,"ENSG00000104964","TLE5","TLE5",0.456870642507606,5.84686492615614,1.79456728158507e-08
"111",172,"ENSG00000293510","AFG3L1P","AFG3L1P",-1.04925341568192,-8.2433639087044,9.44424889873005e-16
"112",174,"ENSG00000081051","AFP","AFP",-2.10504896241875,-3.42855830193897,0.00135106669650567
"113",175,"ENSG00000038002","AGA","AGA",0.224010025966878,1.48005300667736,0.197872149844952
"114",176,"ENSG00000157766","ACAN","ACAN",-9.5840949218033,-7.9662522555363,8.77466995738995e-15
"115",177,"ENSG00000231268","AGER","AGER",0.852891770810917,4.31677755129284,4.22425267622948e-05
"116",177,"ENSG00000234729","AGER","AGER",0.852891770810917,4.31677755129284,4.22425267622948e-05
"117",177,"ENSG00000237405","AGER","AGER",0.852891770810917,4.31677755129284,4.22425267622948e-05
"118",177,"ENSG00000229058","AGER","AGER",0.852891770810917,4.31677755129284,4.22425267622948e-05
"119",177,"ENSG00000206320","AGER","AGER",0.852891770810917,4.31677755129284,4.22425267622948e-05
"120",177,"ENSG00000230514","AGER","AGER",0.852891770810917,4.31677755129284,4.22425267622948e-05
"121",177,"ENSG00000204305","AGER","AGER",0.852891770810917,4.31677755129284,4.22425267622948e-05
"122",178,"ENSG00000162688","AGL","AGL",0.682413748382528,8.20793565483699,1.26230397849115e-15
"123",182,"ENSG00000101384","JAG1","JAG1",0.481653438940045,4.05037074367381,0.000129028923008665
"124",183,"ENSG00000135744","AGT","AGT",1.54675333258044,3.06840296375024,0.0044508086359646
"125",191,"ENSG00000101444","AHCY","AHCY",0.487038598236907,7.04797878316155,8.12433769508582e-12
"126",196,"ENSG00000106546","AHR","AHR",0.459890105500361,5.63753112225017,5.93208030293966e-08
"127",202,"ENSG00000112297","CRYBG1","CRYBG1",0.350586154243938,3.68292578539664,0.00053945643641869
"128",203,"ENSG00000106992","AK1","AK1",-0.883385385636658,-8.18921218762668,1.46964482759474e-15
"129",204,"ENSG00000004455","AK2","AK2",0.0273651425865712,0.403254649906768,0.75248483452632
"130",205,"ENSG00000162433","AK4","AK4",2.46909376750986,13.0838947742987,6.17096553068165e-38
"131",207,"ENSG00000142208","AKT1","AKT1",-0.457599068894374,-6.27508441981492,1.3537912001147e-09
"132",208,"ENSG00000105221","AKT2","AKT2",-0.287143006238859,-4.2289992330578,6.14856224664677e-05
"133",210,"ENSG00000148218","ALAD","ALAD",0.592067069646541,6.62276274339487,1.45852613479678e-10
"134",211,"ENSG00000023330","ALAS1","ALAS1",-0.94411952873636,-10.693913729002,9.95807155282682e-26
"135",214,"ENSG00000170017","ALCAM","ALCAM",-1.26285933628909,-11.5419252903945,8.8822877861428e-30
"136",215,"ENSG00000101986","ABCD1","ABCD1",0.911892098004949,7.44972940683491,4.52575595733319e-13
"137",216,"ENSG00000165092","ALDH1A1","ALDH1A1",0.821270760923078,1.14381356183606,0.330859706939098
"138",217,"ENSG00000111275","ALDH2","ALDH2",1.334261558725,1.97420900796918,0.0781787983842377
"139",218,"ENSG00000108602","ALDH3A1","ALDH3A1",4.33062281242495,5.70859657832324,3.96983449037368e-08
"140",219,"ENSG00000137124","ALDH1B1","ALDH1B1",-1.29114942567236,-12.3554858624005,5.96126056615103e-34
"141",220,"ENSG00000184254","ALDH1A3","ALDH1A3",0.102589833066372,0.612538649079536,0.620808975564904
"142",221,"ENSG00000006534","ALDH3B1","ALDH3B1",1.89206195468913,20.8216390941159,2.26293368228634e-94
"143",222,"ENSG00000132746","ALDH3B2","ALDH3B2",2.11117969730918,3.38722351259524,0.00155792623465374
"144",223,"ENSG00000143149","ALDH9A1","ALDH9A1",-0.43356592789639,-5.61572390265623,6.70644404588061e-08
"145",224,"ENSG00000072210","ALDH3A2","ALDH3A2",0.0665644309553498,0.767613691452962,0.528533014577589
"146",225,"ENSG00000173208","ABCD2","ABCD2",-1.2362483146531,-1.88121188668508,0.0946671517131909
"147",226,"ENSG00000149925","ALDOA","ALDOA",1.14046379742858,12.809797670996,2.07119415605865e-36
"148",230,"ENSG00000109107","ALDOC","ALDOC",4.96914629050484,16.1318080048948,4.51240820529563e-57
"149",231,"ENSG00000085662","AKR1B1","AKR1B1",0.303801654150805,4.35617977913221,3.55955791536934e-05
"150",238,"ENSG00000171094","ALK","ALK",0.127746797422874,0.109337387314424,0.935236588808053
"151",239,"ENSG00000108839","ALOX12","ALOX12",1.32224280582229,5.48824613938276,1.35564675199051e-07
"152",240,"ENSG00000275565","ALOX5","ALOX5",7.38674265871217,5.99657175925474,7.40974414134652e-09
"153",240,"ENSG00000012779","ALOX5","ALOX5",7.38674265871217,5.99657175925474,7.40974414134652e-09
"154",245,"ENSG00000291084","","ALOX12P2",0.00542971081836622,0.0100873003946314,0.994077212887989
"155",249,"ENSG00000162551","ALPL","ALPL",-3.02654578852773,-1.9850842584003,0.0763509796225649
"156",257,"ENSG00000156150","ALX3","ALX3",0.0804926012187781,0.375115343879123,0.770775949257976
"157",259,"ENSG00000106927","AMBP","AMBP",0.895085922639742,1.13551561465171,0.334796837885804
"158",262,"ENSG00000123505","AMD1","AMD1",-1.36620711666436,-16.7765117831611,1.26398241265805e-61
"159",267,"ENSG00000159461","AMFR","AMFR",0.0314019195867982,0.412128230306851,0.747096186781106
"160",268,"ENSG00000104899","AMH","AMH",0.614391339169161,5.4435719098766,1.72867456706552e-07
"161",271,"ENSG00000116337","AMPD2","AMPD2",0.4834238140908,6.21975427979084,1.90572056638657e-09
"162",272,"ENSG00000133805","AMPD3","AMPD3",0.851849819636456,7.16856066753495,3.46983981187586e-12
"163",273,"ENSG00000078053","AMPH","AMPH",-3.75361544188031,-5.08644464489576,1.12899351290132e-06
"164",274,"ENSG00000136717","BIN1","BIN1",0.648043303701988,6.57046782756036,2.0576594181349e-10
"165",275,"ENSG00000145020","AMT","AMT",2.87184695639654,12.1555334842661,6.72885941226969e-33
"166",276,"ENSG00000237763","AMY1A","AMY1A",5.172324661277,7.46098884801644,4.16465299634327e-13
"167",277,"ENSG00000174876","AMY1B","AMY1B",5.58042165323803,8.16875058672197,1.73215562926678e-15
"168",278,"ENSG00000187733","AMY1C","AMY1C",5.21584499746861,7.53367940595905,2.43180488424147e-13
"169",279,"ENSG00000243480","AMY2A","AMY2A",4.03281500555978,5.4308412020361,1.85295342780915e-07
"170",280,"ENSG00000240038","AMY2B","AMY2B",2.61962201583567,10.5804239579368,3.2813800436955e-25
"171",283,"ENSG00000214274","ANG","ANG",3.71723146482066,16.3544074283668,1.25608992740475e-58
"172",284,"ENSG00000154188","ANGPT1","ANGPT1",2.25428109827784,16.0692494282205,1.2151959875245e-56
"173",285,"ENSG00000091879","ANGPT2","ANGPT2",0.094260385609462,0.20884718804491,0.875295014247322
"174",286,"ENSG00000029534","ANK1","ANK1",1.33925660254041,8.58077793847408,5.68015797891143e-17
"175",287,"ENSG00000145362","ANK2","ANK2",0.202993039322039,1.95920247586719,0.0806259905069112
"176",288,"ENSG00000151150","ANK3","ANK3",0.330246227597658,4.22712283354975,6.19777769092269e-05
"177",290,"ENSG00000166825","ANPEP","ANPEP",0.341358248967051,4.2894740211144,4.74964078015467e-05
"178",291,"ENSG00000151729","SLC25A4","SLC25A4",-0.389013763833481,-3.29917967132855,0.00210140912431202
"179",292,"ENSG00000005022","SLC25A5","SLC25A5",-0.757556727646496,-10.6201159782796,2.16628901998201e-25
"180",293,"ENSG00000292334","SLC25A6","SLC25A6",0.588935529992545,7.36748316575447,8.2758123617735e-13
"181",293,"ENSG00000169100","SLC25A6","SLC25A6",0.588935529992545,7.36748316575447,8.2758123617735e-13
"182",301,"ENSG00000135046","ANXA1","ANXA1",0.211370600816445,3.19868338918048,0.00292958540097084
"183",302,"ENSG00000182718","ANXA2","ANXA2",-0.0290022159261638,-0.419689318281772,0.74234585450058
"184",306,"ENSG00000138772","ANXA3","ANXA3",-3.23588335187662,-11.9328804226432,9.47532498527571e-32
"185",307,"ENSG00000196975","ANXA4","ANXA4",0.582011520690082,6.80083285481709,4.45667642394275e-11
"186",308,"ENSG00000164111","ANXA5","ANXA5",-0.244877767208772,-4.16886303248991,7.92493542890297e-05
"187",309,"ENSG00000197043","ANXA6","ANXA6",0.559046110705622,7.35637075862627,8.97060166098938e-13
"188",310,"ENSG00000138279","ANXA7","ANXA7",-1.21960683268564,-16.2029291863401,1.44869928684896e-57
"189",311,"ENSG00000122359","ANXA11","ANXA11",0.196048107750234,2.6287513360616,0.0161298565597594
"190",313,"ENSG00000136250","AOAH","AOAH",-0.114285402515207,-0.103295203623497,0.93885097438887
"191",314,"ENSG00000131480","AOC2","AOC2",-0.0100566024415273,-0.0547073315530811,0.968071464794776
"192",316,"ENSG00000138356","AOX1","AOX1",-0.535147794760712,-5.18254479509018,6.90633483628299e-07
"193",317,"ENSG00000120868","APAF1","APAF1",0.36981528500997,3.64723942565224,0.000616621259383209
"194",318,"ENSG00000164978","NUDT2","NUDT2",0.00482937973289297,0.0407232392623734,0.976458210319879
"195",320,"ENSG00000276497","APBA1","APBA1",-1.55144839982916,-4.3311890898911,3.97324079357662e-05
"196",320,"ENSG00000107282","APBA1","APBA1",-1.55144839982916,-4.3311890898911,3.97324079357662e-05
"197",321,"ENSG00000276495","APBA2","APBA2",-0.561219766832489,-6.56352557457533,2.15212796764708e-10
"198",321,"ENSG00000034053","APBA2","APBA2",-0.561219766832489,-6.56352557457533,2.15212796764708e-10
"199",322,"ENSG00000166313","APBB1","APBB1",0.824498341686064,6.69755594382001,8.90843775180766e-11
"200",323,"ENSG00000163697","APBB2","APBB2",-0.375146391836502,-4.95147923081487,2.21882693863164e-06
"201",324,"ENSG00000134982","APC","APC",-0.373837496283973,-4.31059161286829,4.34041053842877e-05
"202",327,"ENSG00000164062","APEH","APEH",-0.495056029125051,-5.59192602862451,7.6586176114239e-08
"203",328,"ENSG00000291796","APEX1","APEX1",-0.400425684606834,-5.94197984019224,1.02574704671845e-08
"204",328,"ENSG00000100823","APEX1","APEX1",-0.400425684606834,-5.94197984019224,1.02574704671845e-08
"205",329,"ENSG00000110330","BIRC2","BIRC2",0.27536544878392,3.35980169520691,0.00171013083479751
"206",330,"ENSG00000023445","BIRC3","BIRC3",-0.586180342285579,-8.30125038751754,5.87098671954921e-16
"207",331,"ENSG00000101966","XIAP","XIAP",-0.598852221054591,-6.78105068902716,5.09348795441912e-11
"208",332,"ENSG00000089685","BIRC5","BIRC5",-1.01004518466587,-12.9465998050157,3.60891087215619e-37
"209",333,"ENSG00000105290","APLP1","APLP1",0.652168976545583,2.27296009790293,0.0400108173963461
"210",334,"ENSG00000084234","APLP2","APLP2",-0.227245680297205,-3.47366712488278,0.00115361614454152
"211",335,"ENSG00000118137","APOA1","APOA1",0.276388923625429,0.217004805218372,0.86994610595911
"212",337,"ENSG00000110244","APOA4","APOA4",4.8453352276803,4.32172550407217,4.13779037448299e-05
"213",341,"ENSG00000130208","APOC1","APOC1",2.15115628330689,11.3156843554027,1.14662104183772e-28
"214",342,"ENSG00000291128","APOC1P1","APOC1P1",2.15257759410463,2.79421611645345,0.0101618741517079
"215",345,"ENSG00000110245","APOC3","APOC3",3.05843075121589,4.61601096230012,1.110675821929e-05
"216",347,"ENSG00000189058","APOD","APOD",2.65926825071535,6.50220284434421,3.20376814131551e-10
"217",348,"ENSG00000130203","APOE","APOE",6.33109482519574,24.4950640295458,2.94011907839709e-130
"218",351,"ENSG00000142192","APP","APP",0.456823454363362,6.73282337062968,7.03440103480566e-11
"219",353,"ENSG00000198931","APRT","APRT",-0.649464646717675,-8.2085980983012,1.25568772884943e-15
"220",355,"ENSG00000026103","FAS","FAS",0.433779342292294,4.08108738554686,0.000113906321201485
"221",357,"ENSG00000146950","SHROOM2","SHROOM2",-0.0173471829059195,-0.0681124476953283,0.960324767938858
"222",358,"ENSG00000240583","AQP1","AQP1",2.18577674537814,7.97072424118419,8.46921495549076e-15
"223",360,"ENSG00000165272","AQP3","AQP3",1.90621979577351,7.4916027087772,3.31903196860717e-13
"224",363,"ENSG00000086159","AQP6","AQP6",-0.728765690108082,-0.612552163922894,0.620808975564904
"225",366,"ENSG00000103569","AQP9","AQP9",-1.26424010413905,-2.33418706818698,0.0345427188991548
"226",367,"ENSG00000169083","AR","AR",1.53912015579582,14.605868502786,5.38718704593684e-47
"227",368,"ENSG00000275331","ABCC6","ABCC6",0.78766066487548,1.07553295900991,0.363340061749158
"228",368,"ENSG00000091262","ABCC6","ABCC6",0.78766066487548,1.07553295900991,0.363340061749158
"229",369,"ENSG00000078061","ARAF","ARAF",-0.432548653013665,-5.26164384516152,4.56793315031761e-07
"230",372,"ENSG00000095139","ARCN1","ARCN1",-0.282599497054623,-3.82902557181315,0.000310035032063623
"231",373,"ENSG00000113595","TRIM23","TRIM23",0.18469949728011,1.73561854128348,0.126244391129714
"232",374,"ENSG00000109321","AREG","AREG",-2.9592147334991,-5.33243188952625,3.13683628579642e-07
"233",375,"ENSG00000143761","ARF1","ARF1",-0.353060795232852,-5.35350920906119,2.80376380001428e-07
"234",377,"ENSG00000134287","ARF3","ARF3",-0.575793299994248,-9.06212116425176,8.40662682241186e-19
"235",378,"ENSG00000168374","ARF4","ARF4",-0.621453258064857,-8.32523787823363,4.82549237191209e-16
"236",379,"ENSG00000175906","ARL4D","ARL4D",0.609181065193124,5.38548028305001,2.36366417443126e-07
"237",381,"ENSG00000004059","ARF5","ARF5",0.0171912403451182,0.202041559108686,0.879370688623364
"238",382,"ENSG00000165527","ARF6","ARF6",-0.375893949258464,-5.67891486935269,4.68830934091962e-08
"239",383,"ENSG00000118520","ARG1","ARG1",0.761368799903664,0.443766559287922,0.727218812921282
"240",384,"ENSG00000081181","ARG2","ARG2",0.332284613277408,2.81518840920362,0.00956346517667862
"241",387,"ENSG00000067560","RHOA","RHOA",0.19332108285072,3.09984322576561,0.00402572118535229
"242",388,"ENSG00000143878","RHOB","RHOB",0.954467048153063,9.203956307919,2.33694853077544e-19
"243",389,"ENSG00000155366","RHOC","RHOC",-0.739004378791893,-10.1438301369741,2.88734057094338e-23
"244",390,"ENSG00000115963","RND3","RND3",-0.618356333739095,-7.03747533829007,8.74378923104649e-12
"245",391,"ENSG00000177105","RHOG","RHOG",-0.531433376721166,-6.29960090181852,1.16173700446571e-09
"246",392,"ENSG00000175220","ARHGAP1","ARHGAP1",-0.394067182347071,-5.20298935653517,6.20787767388388e-07
"247",393,"ENSG00000089820","ARHGAP4","ARHGAP4",4.61694371024832,9.26079124907623,1.38939470023312e-19
"248",394,"ENSG00000100852","ARHGAP5","ARHGAP5",0.328670008783728,3.67525550025791,0.000555563116333964
"249",395,"ENSG00000047648","ARHGAP6","ARHGAP6",1.51741167281439,3.03188808578505,0.00498169520918383
"250",396,"ENSG00000141522","ARHGDIA","ARHGDIA",-1.3323455415591,-18.8547607107532,1.50844439877763e-77
"251",397,"ENSG00000111348","ARHGDIB","ARHGDIB",-0.412885576599206,-3.23041523605333,0.00263786706098337
"252",400,"ENSG00000120805","ARL1","ARL1",-0.226030736060642,-2.89342518952659,0.00760398158373898
"253",402,"ENSG00000213465","ARL2","ARL2",-0.121667971564573,-1.1439225571896,0.330820648987662
"254",403,"ENSG00000138175","ARL3","ARL3",0.146831840537412,1.423532971105,0.217070257980944
"255",405,"ENSG00000143437","ARNT","ARNT",1.03313668908336,13.8031275409825,4.24058469048886e-42
"256",406,"ENSG00000133794","BMAL1","BMAL1",0.146813119791535,1.49301807530185,0.193797952348433
"257",407,"ENSG00000120500","ARR3","ARR3",2.25585750072303,2.47707726335841,0.0241600790443465
"258",408,"ENSG00000137486","ARRB1","ARRB1",3.26775836139698,13.5492785511983,1.3159880021337e-40
"259",409,"ENSG00000141480","ARRB2","ARRB2",0.108437401117647,0.901745266268703,0.452817759817341
