Comparison,variable,value
Naive_v_Prime,NS_pval_dist,0.27636131078465165
Naive_v_Prime,NS_pval_dist,0.10815790547975426
Naive_v_Prime,NS_pval_dist,4.518360984440783e-05
Naive_v_Prime,NS_pval_dist,2.3128026193788683e-08
Naive_v_Prime,NS_pval_dist,0.0002301356915572653
Naive_v_Prime,NS_pval_dist,3.192994616667662e-22
Naive_v_Prime,NS_pval_dist,2.324294070620327e-15
Naive_v_Prime,NS_pval_dist,0.005050598523876585
Naive_v_Prime,NS_pval_dist,6.533948763647017e-17
Naive_v_Prime,NS_pval_dist,0.019818241608893245
Naive_v_Prime,NS_pval_dist,0.7740371347947012
Naive_v_Prime,NS_pval_dist,0.06245044523295058
Naive_v_Prime,NS_pval_dist,0.00012813696817187174
Naive_v_Prime,NS_pval_dist,1.985693443146762e-15
Naive_v_Prime,NS_pval_dist,0.32298087183735025
Naive_v_Prime,NS_pval_dist,0.0011113659012575018
Naive_v_Prime,NS_pval_dist,0.011723631730831028
Naive_v_Prime,NS_pval_dist,1.2286310510446935e-05
Naive_v_Prime,NS_pval_dist,0.017725209451756922
Naive_v_Prime,NS_pval_dist,0.1240209135223654
Naive_v_Prime,NS_pval_dist,1.5505522867682977e-16
Naive_v_Prime,NS_pval_dist,0.09017217365092015
Naive_v_Prime,NS_pval_dist,0.46578662652797287
Naive_v_Prime,NS_pval_dist,2.681552533782861e-07
Naive_v_Prime,NS_pval_dist,0.41096287362645667
Naive_v_Prime,NS_pval_dist,0.01264982951212916
Naive_v_Prime,NS_pval_dist,0.6415980781734536
Naive_v_Prime,NS_pval_dist,2.7827674346664746e-13
Naive_v_Prime,NS_pval_dist,0.0006161369634440706
Naive_v_Prime,NS_pval_dist,0.14701633090062008
Naive_v_Prime,NS_pval_dist,1.0941448180513313e-09
Naive_v_Prime,NS_pval_dist,0.2017185321661551
Naive_v_Prime,NS_pval_dist,2.736210276846706e-26
Naive_v_Prime,NS_pval_dist,2.545409055870313e-07
Naive_v_Prime,NS_pval_dist,3.060484716738371e-08
Naive_v_Prime,NS_pval_dist,0.04524632891922342
Naive_v_Prime,NS_pval_dist,5.063693252164807e-11
Naive_v_Prime,NS_pval_dist,0.00022576134736997344
Naive_v_Prime,NS_pval_dist,6.689680464252103e-25
Naive_v_Prime,NS_pval_dist,9.715335691145819e-11
Naive_v_Prime,NS_pval_dist,0.03930318068000123
Naive_v_Prime,NS_pval_dist,6.852635248357513e-09
Naive_v_Prime,NS_pval_dist,5.4694505028995584e-06
Naive_v_Prime,NS_pval_dist,8.92480805630119e-08
Naive_v_Prime,NS_pval_dist,2.924407428044138e-18
Naive_v_Prime,NS_pval_dist,1.341003396194666e-10
Naive_v_Prime,NS_pval_dist,0.00021934593108201132
Naive_v_Prime,NS_pval_dist,0.0002864993829446438
Naive_v_Prime,NS_pval_dist,9.058529775212367e-12
Naive_v_Prime,NS_pval_dist,0.1833782001076576
Prime_v_CK666,NS_pval_dist,1.237732824741001e-16
Prime_v_CK666,NS_pval_dist,0.2752847025742021
Prime_v_CK666,NS_pval_dist,0.1560777362816081
Prime_v_CK666,NS_pval_dist,6.437754517724873e-05
Prime_v_CK666,NS_pval_dist,0.0008485644615153687
Prime_v_CK666,NS_pval_dist,0.3289981336335852
Prime_v_CK666,NS_pval_dist,0.01636689477564469
Prime_v_CK666,NS_pval_dist,0.0009343931550697354
Prime_v_CK666,NS_pval_dist,0.00024844102740395835
Prime_v_CK666,NS_pval_dist,0.28617994602721264
Prime_v_CK666,NS_pval_dist,0.3863907133999017
Prime_v_CK666,NS_pval_dist,3.468179317983564e-05
Prime_v_CK666,NS_pval_dist,0.004752675508081529
Prime_v_CK666,NS_pval_dist,4.537831354661081e-10
Prime_v_CK666,NS_pval_dist,0.05975037357568837
Prime_v_CK666,NS_pval_dist,0.03222323870058329
Prime_v_CK666,NS_pval_dist,6.742713626869718e-07
Prime_v_CK666,NS_pval_dist,3.670369363241491e-19
Prime_v_CK666,NS_pval_dist,0.04849140097714208
Prime_v_CK666,NS_pval_dist,4.698644700763495e-15
Prime_v_CK666,NS_pval_dist,0.0008120206898513489
Prime_v_CK666,NS_pval_dist,1.0034650383420194e-05
Prime_v_CK666,NS_pval_dist,6.592759803260593e-24
Prime_v_CK666,NS_pval_dist,0.48238342045444493
Prime_v_CK666,NS_pval_dist,5.511305136150646e-05
Prime_v_CK666,NS_pval_dist,3.270326374112473e-22
Prime_v_CK666,NS_pval_dist,2.681552533782861e-07
Prime_v_CK666,NS_pval_dist,0.001922944678137677
Prime_v_CK666,NS_pval_dist,4.197306845816773e-05
Prime_v_CK666,NS_pval_dist,0.389075818571608
Prime_v_CK666,NS_pval_dist,0.006184843450521329
Prime_v_CK666,NS_pval_dist,0.004609760448431189
Prime_v_CK666,NS_pval_dist,0.13450369868825449
Prime_v_CK666,NS_pval_dist,1.3015173130665202e-20
Prime_v_CK666,NS_pval_dist,0.0016698616570651156
Prime_v_CK666,NS_pval_dist,0.17468510480532917
Prime_v_CK666,NS_pval_dist,2.924407428044138e-18
Prime_v_CK666,NS_pval_dist,2.9762570897311875e-08
Prime_v_CK666,NS_pval_dist,0.0010829787666531453
Prime_v_CK666,NS_pval_dist,1.1486947820650534e-05
Prime_v_CK666,NS_pval_dist,0.09346693318701746
Prime_v_CK666,NS_pval_dist,2.7989571304394006e-16
Prime_v_CK666,NS_pval_dist,0.0006217005618471993
Prime_v_CK666,NS_pval_dist,4.123371564335146e-25
