,ngram,False,True,n,False_q,True_q,fpr,fpr_sig
0,,1.0,1.0,15238.0,1.0,1.0,1.0,False
1,IPR000001,0.9964042427096368,0.024214445155643746,9.0,1.0,0.13183987156924262,0.26,False
2,IPR000001|IPR000001,0.6454476892363556,1.0,3.0,1.0,1.0,1.0,False
3,IPR000001|IPR000001|IPR000001,0.7468702812489645,1.0,2.0,1.0,1.0,0.95,False
4,IPR000001|IPR000001|IPR001254,0.7468702812489645,1.0,2.0,1.0,1.0,0.89,False
5,IPR000001|IPR001254,0.7468702812489645,1.0,2.0,1.0,1.0,0.99,False
6,IPR000001|IPR002889,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.02,True
7,IPR000001|IPR002889|IPR000859,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.01,True
8,IPR000007,0.7468702812489645,1.0,2.0,1.0,1.0,0.89,False
9,IPR000008,0.9999999999999996,1.7229236848071451e-15,173.0,1.0,7.418622232832099e-13,0.05,True
10,IPR000008|IPR000008,0.9933065158283404,0.01809562228857176,41.0,1.0,0.11396532663553348,0.6,False
11,IPR000008|IPR000008|IPR000008,0.9427284555676069,0.24393843852243893,7.0,1.0,0.46495601023341643,0.36,False
12,IPR000008|IPR000008|IPR002035,0.9427284555676069,0.24393843852243893,7.0,1.0,0.46495601023341643,0.14,False
13,IPR000008|IPR000008|IPR013583,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.07,False
14,IPR000008|IPR000198,0.9895802898541258,0.050768723455671336,11.0,1.0,0.19723458202665697,0.04,True
15,IPR000008|IPR000719,0.9982009929498277,0.015050583882185735,8.0,1.0,0.11396532663553348,0.01,True
16,IPR000008|IPR000719|IPR000961,0.9982009929498277,0.015050583882185735,8.0,1.0,0.11396532663553348,0.0,True
17,IPR000008|IPR001202,0.9999403488002807,0.00039318033380376303,19.0,1.0,0.009674108498876397,0.0,True
18,IPR000008|IPR001202|IPR001202,0.9999871656375678,0.0001683586704031004,11.0,1.0,0.005117113235134234,0.0,True
19,IPR000008|IPR001202|IPR040524,0.48203586763882567,1.0,5.0,1.0,1.0,0.77,False
20,IPR000008|IPR001478,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.14,False
21,IPR000008|IPR001849,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.4,False
22,IPR000008|IPR001849|IPR010439,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.12,False
23,IPR000008|IPR001936,0.9636627765531273,0.19060504021099728,6.0,1.0,0.46495601023341643,0.32,False
24,IPR000008|IPR001936|IPR021887,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.13,False
25,IPR000008|IPR002035,0.9757855548443563,0.11179895856595432,9.0,1.0,0.33840961857661744,0.09,False
26,IPR000008|IPR003892,0.7468702812489645,1.0,2.0,1.0,1.0,0.3,False
27,IPR000008|IPR010439,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.43,False
28,IPR000008|IPR010439|IPR000008,0.7468702812489645,1.0,2.0,1.0,1.0,0.69,False
29,IPR000008|IPR010439|IPR014772,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.07,False
30,IPR000008|IPR013583,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.09,False
31,IPR000008|IPR014815,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.32,False
32,IPR000008|IPR056290,0.7468702812489645,1.0,2.0,1.0,1.0,0.7,False
33,IPR000008|IPR056290|IPR056288,0.7468702812489645,1.0,2.0,1.0,1.0,0.65,False
34,IPR000008|IPR056431,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.0,True
35,IPR000014,0.9998722185174346,0.0006635966965578362,24.0,1.0,0.015307161299617586,0.29,False
36,IPR000014|IPR000014,0.991575204533821,0.05727154443239308,7.0,1.0,0.2142810065765207,0.17,False
37,IPR000014|IPR014935,0.995955204245815,0.03633722344687276,6.0,1.0,0.1777977590435526,0.02,True
38,IPR000014|IPR014935|IPR014920,0.7468702812489645,1.0,2.0,1.0,1.0,0.36,False
39,IPR000014|IPR014935|IPR032565,0.9996609677908262,0.00898320483765095,4.0,1.0,0.08692175916880611,0.0,True
40,IPR000020,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.58,False
41,IPR000020|IPR001599,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.28,False
42,IPR000023,0.6454476892363556,1.0,3.0,1.0,1.0,0.97,False
43,IPR000034,0.9998952032574583,0.0006291305448363771,20.0,1.0,0.014642871734998019,0.02,True
44,IPR000034|IPR000742,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.17,False
45,IPR000034|IPR000742|IPR000742,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.16,False
46,IPR000034|IPR002049,0.9998663171775736,0.0008833597356193311,17.0,1.0,0.018112379975972554,0.01,True
47,IPR000034|IPR002049|IPR000742,0.9998663171775736,0.0008833597356193311,17.0,1.0,0.018112379975972554,0.0,True
48,IPR000058,0.7468702812489645,1.0,2.0,1.0,1.0,1.0,False
49,IPR000061,0.9895802898541258,0.050768723455671336,11.0,1.0,0.19723458202665697,0.09,False
50,IPR000061|IPR000061,0.9992402040298105,0.008424795466179025,7.0,1.0,0.08692175916880611,0.0,True
51,IPR000061|IPR000467,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.31,False
52,IPR000072,0.9636627765531273,0.19060504021099728,6.0,1.0,0.46495601023341643,0.37,False
53,IPR000073,0.4563124459727821,0.8501097805047215,13.0,1.0,1.0,1.0,False
54,IPR000082,0.9972409582378274,0.015891616134232418,12.0,1.0,0.11396532663553348,0.27,False
55,IPR000082|IPR000742,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.51,False
56,IPR000082|IPR000859,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.01,True
57,IPR000082|IPR000859|IPR000859,1.0,0.01842822848613467,2.0,1.0,0.11396532663553348,0.0,True
58,IPR000082|IPR001254,0.7468702812489645,1.0,2.0,1.0,1.0,0.78,False
59,IPR000083,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.07,False
60,IPR000083|IPR000083,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.14,False
61,IPR000086,0.5577922071864692,1.0,4.0,1.0,1.0,1.0,False
62,IPR000089,0.9999732779319228,0.00017577371932753005,21.0,1.0,0.005311244489855834,0.01,True
63,IPR000089|IPR004167,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.05,True
64,IPR000089|IPR004167|IPR001078,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.12,False
65,IPR000089|IPR013537,0.9999940523406898,0.000136269322199793,8.0,1.0,0.004373314209977207,0.0,True
66,IPR000089|IPR013537|IPR011762,0.9999614719249674,0.0007597959701894872,7.0,1.0,0.01615582624678634,0.0,True
67,IPR000095,0.9959900488107978,0.01237464242294665,34.0,1.0,0.11396532663553348,0.21,False
68,IPR000095|IPR000719,0.9996383931419804,0.0035957572903632324,9.0,1.0,0.04915152888705508,0.0,True
69,IPR000095|IPR029273,0.14989021949527845,1.0,13.0,1.0,1.0,0.99,False
70,IPR000095|IPR029273|IPR029273,0.7468702812489645,1.0,2.0,1.0,1.0,0.62,False
71,IPR000118,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.07,False
72,IPR000156,0.5577922071864692,1.0,4.0,1.0,1.0,1.0,False
73,IPR000157,0.7836747462919804,0.4992327387509564,12.0,1.0,0.73003837204315,0.97,False
74,IPR000157|IPR017893,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.34,False
75,IPR000159,0.9905085405216105,0.022492535222385812,53.0,1.0,0.1261877627514305,0.59,False
76,IPR000159|IPR001849,0.9929598647065273,0.03184611644365374,14.0,1.0,0.17016430575424907,0.08,False
77,IPR000159|IPR001849|IPR015042,0.9841083838657676,0.06820727711639081,12.0,1.0,0.25191351026475434,0.0,True
78,IPR000159|IPR011524,0.41656404920878987,1.0,6.0,1.0,1.0,0.95,False
79,IPR000159|IPR019748,0.6454476892363556,1.0,3.0,1.0,1.0,0.56,False
80,IPR000159|IPR019748|IPR041797,0.6454476892363556,1.0,3.0,1.0,1.0,0.55,False
81,IPR000159|IPR037827,0.5577922071864692,1.0,4.0,1.0,1.0,0.3,False
82,IPR000182,0.9798089903994711,0.1391824346229558,5.0,1.0,0.39276659732212593,0.58,False
83,IPR000194,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.18,False
84,IPR000194|IPR055190,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.17,False
85,IPR000195,0.9986655049502678,0.004291146088014047,39.0,1.0,0.0538163879533218,0.36,False
86,IPR000195|IPR001452,0.9984886650042677,0.020191009600528883,5.0,1.0,0.11396532663553348,0.0,True
87,IPR000195|IPR001452|IPR004012,0.9910167951623491,0.09158586461398503,4.0,1.0,0.2843895207094114,0.0,True
88,IPR000195|IPR002048,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.11,False
89,IPR000195|IPR032738,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.16,False
90,IPR000197,0.9999995965070614,6.580197926163298e-06,13.0,1.0,0.00039534747307541586,0.0,True
91,IPR000197|IPR003101,0.9999998643017186,3.9770820256792034e-06,10.0,1.0,0.0002854108725928395,0.0,True
92,IPR000197|IPR003101|IPR001487,1.0,6.226891739662337e-06,6.0,1.0,0.00039237011730286947,0.0,True
93,IPR000197|IPR014744,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.28,False
94,IPR000198,0.9998920175932632,0.00028533071935277866,90.0,1.0,0.007926364660730148,0.32,False
95,IPR000198|IPR000159,0.9910167951623491,0.09158586461398503,4.0,1.0,0.2843895207094114,0.03,True
96,IPR000198|IPR001452,0.9639036450206185,0.1442429315316284,10.0,1.0,0.4002702616669839,0.15,False
97,IPR000198|IPR002913,0.6454476892363556,1.0,3.0,1.0,1.0,0.84,False
98,IPR000198|IPR057323,0.9798089903994711,0.1391824346229558,5.0,1.0,0.39276659732212593,0.09,False
99,IPR000209,1.0,0.01842822848613467,2.0,1.0,0.11396532663553348,0.06,False
100,IPR000210,0.9999999999976162,1.0807728817637077e-11,104.0,1.0,3.1024186000405985e-09,0.65,False
101,IPR000210|IPR000210,0.9984886650042677,0.020191009600528883,5.0,1.0,0.11396532663553348,0.09,False
102,IPR000210|IPR004826,0.7468702812489645,1.0,2.0,1.0,1.0,0.51,False
103,IPR000210|IPR005821,0.9798089903994711,0.1391824346229558,5.0,1.0,0.39276659732212593,0.78,False
104,IPR000210|IPR011705,0.9996951947324864,0.0013897498823954686,26.0,1.0,0.026293157989726947,0.69,False
105,IPR000210|IPR011705|IPR012983,0.7468702812489645,1.0,2.0,1.0,1.0,0.77,False
106,IPR000210|IPR013087,0.9999993243637316,3.954984269280689e-06,35.0,1.0,0.0002854108725928395,0.12,False
107,IPR000210|IPR013087|IPR013087,0.999998512676544,8.656993948183771e-06,33.0,1.0,0.0005025919969692757,0.12,False
108,IPR000210|IPR034089,0.48203586763882567,1.0,5.0,1.0,1.0,0.44,False
109,IPR000210|IPR045763,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.23,False
110,IPR000210|IPR049763,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.1,False
111,IPR000210|IPR057890,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.04,True
112,IPR000214,0.6454476892363556,1.0,3.0,1.0,1.0,0.87,False
113,IPR000219,0.999997716096282,7.496250817475169e-06,83.0,1.0,0.00044520836751602526,0.27,False
114,IPR000219|IPR001849,0.999970939987428,9.17314249435047e-05,70.0,1.0,0.003268801880573026,0.14,False
115,IPR000219|IPR001849|IPR000008,0.991575204533821,0.05727154443239308,7.0,1.0,0.2142810065765207,0.02,True
116,IPR000219|IPR001849|IPR000306,0.7468702812489645,1.0,2.0,1.0,1.0,0.87,False
117,IPR000219|IPR001849|IPR000591,0.7468702812489645,1.0,2.0,1.0,1.0,0.69,False
118,IPR000219|IPR001849|IPR001452,0.9997648071507625,0.0014018932447248506,18.0,1.0,0.026293157989726947,0.0,True
119,IPR000219|IPR001849|IPR001849,0.6454476892363556,1.0,3.0,1.0,1.0,0.63,False
120,IPR000219|IPR001849|IPR002219,0.9984886650042677,0.020191009600528883,5.0,1.0,0.11396532663553348,0.0,True
121,IPR000219|IPR004148,0.7468702812489645,1.0,2.0,1.0,1.0,0.56,False
122,IPR000219|IPR004148|IPR001452,0.7468702812489645,1.0,2.0,1.0,1.0,0.46,False
123,IPR000233,0.9979736747726878,0.006513960432507748,36.0,1.0,0.07701975641823235,0.23,False
124,IPR000237,0.8608175653770442,0.5179641323611743,5.0,1.0,0.73003837204315,0.82,False
125,IPR000241,1.0,0.01842822848613467,2.0,1.0,0.11396532663553348,0.01,True
126,IPR000242,0.3291809486829157,0.8041460429690372,57.0,1.0,1.0,1.0,False
127,IPR000242|IPR000242,0.6180204685011845,0.6216022258703882,23.0,1.0,0.8519413000191767,0.74,False
128,IPR000253,0.9999952187773095,2.0561999946994664e-05,47.0,1.0,0.0010519193438229845,0.06,False
129,IPR000253|IPR001766,0.999954043487466,0.001511334995732321,5.0,1.0,0.026293157989726947,0.0,True
130,IPR000253|IPR022140,0.9317927228836091,0.2163252537080196,12.0,1.0,0.46495601023341643,0.3,False
131,IPR000253|IPR022140|IPR022164,0.8557570684683716,0.40248408548312975,10.0,1.0,0.6328774405633997,0.46,False
132,IPR000261,0.9959458967719099,0.014465818472901923,25.0,1.0,0.11396532663553348,0.11,False
133,IPR000261|IPR000261,0.9972409582378274,0.015891616134232418,12.0,1.0,0.11396532663553348,0.01,True
134,IPR000261|IPR000261|IPR000261,0.995955204245815,0.03633722344687276,6.0,1.0,0.1777977590435526,0.0,True
135,IPR000270,0.9999403488002807,0.00039318033380376303,19.0,1.0,0.009674108498876397,0.01,True
136,IPR000270|IPR000433,0.9910167951623491,0.09158586461398503,4.0,1.0,0.2843895207094114,0.0,True
137,IPR000294,0.9996383931419804,0.0035957572903632324,9.0,1.0,0.04915152888705508,0.07,False
138,IPR000294|IPR000001,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.06,False
139,IPR000294|IPR000742,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.3,False
140,IPR000294|IPR000742|IPR000742,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.3,False
141,IPR000299,0.9994982412728429,0.0015686415552011244,49.0,1.0,0.027017236385747365,0.22,False
142,IPR000299|IPR000719,0.9910167951623491,0.09158586461398503,4.0,1.0,0.2843895207094114,0.0,True
143,IPR000299|IPR000980,0.9984886650042677,0.020191009600528883,5.0,1.0,0.11396532663553348,0.0,True
144,IPR000299|IPR000980|IPR000719,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.28,False
145,IPR000299|IPR001452,0.6454476892363556,1.0,3.0,1.0,1.0,0.73,False
146,IPR000299|IPR001452|IPR000857,0.6454476892363556,1.0,3.0,1.0,1.0,0.73,False
147,IPR000299|IPR001478,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.14,False
148,IPR000299|IPR001478|IPR001478,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.1,False
149,IPR000299|IPR014847,0.9681538835563462,0.11088890383745122,14.0,1.0,0.33840961857661744,0.24,False
150,IPR000299|IPR014847|IPR000219,0.7468702812489645,1.0,2.0,1.0,1.0,0.51,False
151,IPR000299|IPR014847|IPR007477,0.9895802898541258,0.050768723455671336,11.0,1.0,0.19723458202665697,0.02,True
152,IPR000299|IPR021774,0.6454476892363556,1.0,3.0,1.0,1.0,0.5,False
153,IPR000300,1.0,0.01842822848613467,2.0,1.0,0.11396532663553348,0.01,True
154,IPR000306,0.4039651207972426,0.7937712637104837,30.0,1.0,1.0,1.0,False
155,IPR000306|IPR001849,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.54,False
156,IPR000306|IPR024608,0.6454476892363556,1.0,3.0,1.0,1.0,0.51,False
157,IPR000306|IPR024608|IPR022557,0.7468702812489645,1.0,2.0,1.0,1.0,0.12,False
158,IPR000313,1.0,6.865881754268239e-17,46.0,1.0,3.225091911300363e-14,0.0,True
159,IPR000313|IPR001965,0.9999999883422942,2.274425602305977e-07,15.0,1.0,2.259991747522112e-05,0.0,True
160,IPR000313|IPR001965|IPR001965,0.9999995965070614,6.580197926163298e-06,13.0,1.0,0.00039534747307541586,0.0,True
161,IPR000313|IPR006560,0.9972409582378274,0.015891616134232418,12.0,1.0,0.11396532663553348,0.0,True
162,IPR000313|IPR006560|IPR001214,0.9936084195799628,0.03609635497938146,10.0,1.0,0.1777977590435526,0.01,True
163,IPR000313|IPR009071,1.0,0.01842822848613467,2.0,1.0,0.11396532663553348,0.0,True
164,IPR000313|IPR025766,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.06,False
165,IPR000313|IPR056987,1.0,4.5956512534048634e-05,5.0,1.0,0.0018551351583080413,0.0,True
166,IPR000313|IPR056987|IPR002893,1.0,4.5956512534048634e-05,5.0,1.0,0.0018551351583080413,0.0,True
167,IPR000315,0.9999999991487762,8.095427825806903e-09,31.0,1.0,1.29079791961987e-06,0.12,False
168,IPR000315|IPR000315,0.9999998938700191,2.304017550138873e-06,12.0,1.0,0.00018601341689949307,0.0,True
169,IPR000315|IPR000315|IPR003649,0.9999990960249697,2.3600554289902024e-05,9.0,1.0,0.0011187528808800345,0.0,True
170,IPR000315|IPR001870,0.9910167951623491,0.09158586461398503,4.0,1.0,0.2843895207094114,0.33,False
171,IPR000315|IPR003649,0.9999999830789064,4.034929385724599e-07,13.0,1.0,3.860829654822038e-05,0.0,True
172,IPR000315|IPR003649|IPR002083,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.09,False
173,IPR000320,0.7468702812489645,1.0,2.0,1.0,1.0,0.87,False
174,IPR000322,0.991575204533821,0.05727154443239308,7.0,1.0,0.2142810065765207,0.14,False
175,IPR000322|IPR048395,0.991575204533821,0.05727154443239308,7.0,1.0,0.2142810065765207,0.13,False
176,IPR000322|IPR048395|IPR000519,0.7468702812489645,1.0,2.0,1.0,1.0,0.82,False
177,IPR000326,0.991575204533821,0.05727154443239308,7.0,1.0,0.2142810065765207,0.25,False
178,IPR000327,0.9173958792374826,0.29771654444241274,8.0,1.0,0.5374917488238807,0.89,False
179,IPR000327|IPR001356,0.9173958792374826,0.29771654444241274,8.0,1.0,0.5374917488238807,0.86,False
180,IPR000330,0.9999953028041512,2.1341643287665935e-05,43.0,1.0,0.0010603102968016335,0.01,True
181,IPR000330|IPR001650,0.9988485026924259,0.004009951189202252,34.0,1.0,0.05096727829572154,0.14,False
182,IPR000330|IPR001650|IPR009463,0.999755395383494,0.004044795754185002,6.0,1.0,0.05096727829572154,0.0,True
183,IPR000330|IPR001650|IPR015194,1.0,0.01842822848613467,2.0,1.0,0.11396532663553348,0.0,True
184,IPR000330|IPR001650|IPR029295,0.8882010414340457,0.35083585469282935,9.0,1.0,0.5610939631594948,0.24,False
185,IPR000330|IPR001650|IPR040793,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.12,False
186,IPR000330|IPR001650|IPR056342,0.48203586763882567,1.0,5.0,1.0,1.0,0.81,False
187,IPR000331,0.7452687452684845,0.5436875540272179,13.0,1.0,0.7637937987108849,0.79,False
188,IPR000331|IPR001478,0.41656404920878987,1.0,6.0,1.0,1.0,0.93,False
189,IPR000331|IPR001478|IPR021818,0.48203586763882567,1.0,5.0,1.0,1.0,0.46,False
190,IPR000340,0.9848625309160768,0.042344335856792446,30.0,1.0,0.19723458202665697,0.65,False
191,IPR000341,0.991575204533821,0.05727154443239308,7.0,1.0,0.2142810065765207,0.1,False
192,IPR000341|IPR002420,0.995955204245815,0.03633722344687276,6.0,1.0,0.1777977590435526,0.04,True
193,IPR000341|IPR002420|IPR001263,0.9798089903994711,0.1391824346229558,5.0,1.0,0.39276659732212593,0.18,False
194,IPR000352,0.9910167951623491,0.09158586461398503,4.0,1.0,0.2843895207094114,0.04,True
195,IPR000372,0.9680284379541235,0.07362137186847763,39.0,1.0,0.2705559235024352,0.93,False
196,IPR000372|IPR000483,0.7836747462919804,0.4992327387509564,12.0,1.0,0.73003837204315,0.98,False
197,IPR000372|IPR000483|IPR000372,0.7468702812489645,1.0,2.0,1.0,1.0,0.99,False
198,IPR000372|IPR000483|IPR003598,0.5577922071864692,1.0,4.0,1.0,1.0,1.0,False
199,IPR000372|IPR000483|IPR003599,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.09,False
200,IPR000372|IPR003598,0.5479185087561999,0.799263331568494,11.0,1.0,1.0,0.92,False
201,IPR000375,0.8557570684683716,0.40248408548312975,10.0,1.0,0.6328774405633997,0.4,False
202,IPR000375|IPR001849,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.28,False
203,IPR000375|IPR001849|IPR003130,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.18,False
204,IPR000375|IPR003130,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.26,False
205,IPR000387,0.9870020893995006,0.04443124839172393,20.0,1.0,0.19723458202665697,0.26,False
206,IPR000387|IPR014020,0.9757855548443563,0.11179895856595432,9.0,1.0,0.33840961857661744,0.19,False
207,IPR000387|IPR014020|IPR001623,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.01,True
208,IPR000403,0.9815336591989792,0.053380899930236106,26.0,1.0,0.20691606147001496,0.18,False
209,IPR000403|IPR001683,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.36,False
210,IPR000403|IPR001683|IPR000008,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.37,False
211,IPR000403|IPR003152,0.9895802898541258,0.050768723455671336,11.0,1.0,0.19723458202665697,0.04,True
212,IPR000409,0.9492312765443287,0.17929575956011234,11.0,1.0,0.46495601023341643,0.36,False
213,IPR000409|IPR000306,0.7468702812489645,1.0,2.0,1.0,1.0,0.54,False
214,IPR000409|IPR046851,0.9798089903994711,0.1391824346229558,5.0,1.0,0.39276659732212593,0.1,False
215,IPR000418,0.9957088539119859,0.012382838704653084,39.0,1.0,0.11396532663553348,0.33,False
216,IPR000421,0.9639036450206185,0.1442429315316284,10.0,1.0,0.4002702616669839,0.61,False
217,IPR000421|IPR000421,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.5,False
218,IPR000421|IPR000421|IPR000998,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.1,False
219,IPR000421|IPR000998,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.12,False
220,IPR000421|IPR048525,0.6454476892363556,1.0,3.0,1.0,1.0,0.64,False
221,IPR000421|IPR048525|IPR000719,0.6454476892363556,1.0,3.0,1.0,1.0,0.28,False
222,IPR000426,0.7468702812489645,1.0,2.0,1.0,1.0,1.0,False
223,IPR000432,0.8608175653770442,0.5179641323611743,5.0,1.0,0.73003837204315,0.59,False
224,IPR000433,0.9999957218377928,2.617927346071466e-05,28.0,1.0,0.0012186333871307443,0.0,True
225,IPR000433|IPR000197,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.0,True
226,IPR000433|IPR000197|IPR014744,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.1,False
227,IPR000433|IPR001005,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.46,False
228,IPR000433|IPR001005|IPR055141,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.29,False
229,IPR000433|IPR010606,1.0,0.01842822848613467,2.0,1.0,0.11396532663553348,0.01,True
230,IPR000436,0.9991757214514603,0.0024389481861359524,51.0,1.0,0.036803103753948734,0.8,False
231,IPR000436|IPR000436,0.9768790679462447,0.05965985701142376,32.0,1.0,0.22289405725092304,0.84,False
232,IPR000436|IPR000436|IPR000436,0.9360554491105072,0.15051147964577002,27.0,1.0,0.41699346666471515,0.81,False
233,IPR000436|IPR000436|IPR001254,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.44,False
234,IPR000436|IPR000436|IPR040514,0.7468702812489645,1.0,2.0,1.0,1.0,0.53,False
235,IPR000436|IPR000742,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.39,False
236,IPR000436|IPR000742|IPR000742,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.17,False
237,IPR000436|IPR000859,0.9980044862015983,0.010403216290186638,15.0,1.0,0.09718166484428127,0.09,False
238,IPR000436|IPR000859|IPR000436,0.9954607379893097,0.0229868374614462,13.0,1.0,0.12689421919155183,0.07,False
239,IPR000436|IPR001254,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.56,False
240,IPR000436|IPR040514,0.7468702812489645,1.0,2.0,1.0,1.0,0.54,False
241,IPR000463,0.41656404920878987,1.0,6.0,1.0,1.0,1.0,False
242,IPR000463|IPR000463,0.48203586763882567,1.0,5.0,1.0,1.0,1.0,False
243,IPR000463|IPR000463|IPR000463,0.6454476892363556,1.0,3.0,1.0,1.0,1.0,False
244,IPR000467,0.9998722185174346,0.0006635966965578362,24.0,1.0,0.015307161299617586,0.05,True
245,IPR000467|IPR013087,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.06,False
246,IPR000467|IPR014720,0.997499924633707,0.05028453472581799,3.0,1.0,0.19723458202665697,0.01,True
247,IPR000472,0.9984421752509672,0.010419710145874169,11.0,1.0,0.09718166484428127,0.06,False
248,IPR000472|IPR000719,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.06,False
249,IPR000472|IPR003605,0.908414135386015,0.4422077928135309,4.0,1.0,0.6539460977296835,0.71,False
250,IPR000472|IPR003605|IPR000719,0.7468702812489645,1.0,2.0,1.0,1.0,0.84,False
251,IPR000477,0.9173958792374826,0.29771654444241274,8.0,1.0,0.5374917488238807,0.18,False
252,IPR000477|IPR049139,0.9173958792374826,0.29771654444241274,8.0,1.0,0.5374917488238807,0.13,False
253,IPR000483,0.919142427345666,0.16987070126204692,34.0,1.0,0.46495601023341643,0.99,False
254,IPR000483|IPR000372,0.7468702812489645,1.0,2.0,1.0,1.0,0.99,False
255,IPR000483|IPR000372|IPR000483,0.7468702812489645,1.0,2.0,1.0,1.0,0.99,False
256,IPR000483|IPR003598,0.6270337703571209,0.6599141671725783,16.0,1.0,0.8921445582890404,0.97,False
257,IPR000483|IPR003598|IPR003598,0.7560615614775611,0.6400188695026718,7.0,1.0,0.866381320073436,0.72,False
258,IPR000483|IPR003598|IPR003961,0.949715465274182,0.35455231076364435,3.0,1.0,0.5610939631594948,0.61,False
259,IPR000483|IPR003599,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.37,False
260,IPR000483|IPR003599|IPR013098,0.9815717715138653,0.2531297187510355,2.0,1.0,0.46495601023341643,0.05,True
261,IPR000488,0.9957088539119859,0.012382838704653084,39.0,1.0,0.11396532663553348,0.53,False
262,IPR000494,0.9999952187773095,2.0561999946994664e-05,47.0,1.0,0.0010519193438229845,0.01,True
263,IPR000494|IPR003961,0.9998637306778002,0.0017990070501723117,8.0,1.0,0.02988896922263773,0.01,True
